id,value,x,y
3414,14002561581840,305,415
3415,82848489359220,295,415
3416,446107250395800,285,415
3417,2198671448379300,275,415
3418,9967310565986160,265,415
3419,41738112995067045,255,415
3420,162042085745554410,245,415
3421,585151976303390925,235,415
3422,1971038235969316800,225,415
3423,6208770443303347920,215,415
3424,18330655594514646240,205,415
3425,50825908693881519120,195,415
3426,132589327027517006400,185,415
3427,325948762275979307400,175,415
3428,756201128480271993168,165,415
3429,1657825550899057831176,155,415
3430,3438452994457305131328,145,415
3431,6754104096255420793680,135,415
3432,12576607627510093891680,125,415
3433,22218673475267832541968,115,415
3434,37270032926255719102656,105,415
3435,59399114976220052319858,95,415
3436,89998659054878867151300,85,415
3437,129703949814384249718050,75,415
3438,177879702602584113899040,65,415
3439,232231833953373704257080,55,415
3440,288720658428518659346640,45,415
3441,341906042875877359752600,35,415
3442,385740150936887277669600,25,415
3443,414670662257153823494820,15,415
3444,424784580848791721628840,5,415
3445,414670662257153823494820,-5,415
3446,385740150936887277669600,-15,415
3447,341906042875877359752600,-25,415
3448,288720658428518659346640,-35,415
3449,232231833953373704257080,-45,415
3450,177879702602584113899040,-55,415
3451,129703949814384249718050,-65,415
3452,89998659054878867151300,-75,415
3453,59399114976220052319858,-85,415
3454,37270032926255719102656,-95,415
3455,22218673475267832541968,-105,415
3456,12576607627510093891680,-115,415
3457,6754104096255420793680,-125,415
3458,3438452994457305131328,-135,415
3459,1657825550899057831176,-145,415
3460,756201128480271993168,-155,415
3461,325948762275979307400,-165,415
3462,132589327027517006400,-175,415
3463,50825908693881519120,-185,415
3464,18330655594514646240,-195,415
3465,6208770443303347920,-205,415
3466,1971038235969316800,-215,415
3467,585151976303390925,-225,415
3468,162042085745554410,-235,415
3469,41738112995067045,-245,415
3470,9967310565986160,-255,415
3471,2198671448379300,-265,415
3472,446107250395800,-275,415
3473,82848489359220,-285,415
3474,14002561581840,-295,415
3475,2139280241670,-305,415
3476,293052087900,-315,415
3477,35641470150,-325,415
3478,3801756816,-335,415
3479,350161812,-345,415
3480,27285336,-355,415
3481,1749060,-365,415
3482,88560,-375,415
3483,3321,-385,415
3484,82,-395,415
3485,1,-405,415
3486,1,420,420
3487,83,410,420
3488,3403,400,420
3489,91881,390,420
3490,1837620,380,420
3491,29034396,370,420
3492,377447148,360,420
3493,4151918628,350,420
3494,39443226966,340,420
3495,328693558050,330,420
3496,2432332329570,320,420
3497,16141841823510,310,420
3498,96851050941060,300,420
3499,528955739755020,290,420
3500,2644778698775100,280,420
3501,12165982014365460,270,420
3502,51705423561053205,260,420
3503,203780198740621455,250,420
3504,747194062048945335,240,420
3505,2556190212272707725,230,420
3506,8179808679272664720,220,420
3507,24539426037817994160,210,420
3508,69156564288396165360,200,420
3509,183415235721398525520,190,420
3510,458538089303496313800,180,420
3511,1082149890756251300568,170,420
3512,2414026679379329824344,160,420
3513,5096278545356362962504,150,420
3514,10192557090712725925008,140,420
3515,19330711723765514685360,130,420
3516,34795281102777926433648,120,420
3517,59488706401523551644624,110,420
3518,96669147902475771422514,100,420
3519,149397774031098919471158,90,420
3520,219702608869263116869350,80,420
3521,307583652416968363617090,70,420
3522,410111536555957818156120,60,420
3523,520952492381892363603720,50,420
3524,630626701304396019099240,40,420
3525,727646193812764637422200,30,420
3526,800410813194041101164420,20,420
3527,839455243105945545123660,10,420
3528,839455243105945545123660,0,420
3529,800410813194041101164420,-10,420
3530,727646193812764637422200,-20,420
3531,630626701304396019099240,-30,420
3532,520952492381892363603720,-40,420
3533,410111536555957818156120,-50,420
3534,307583652416968363617090,-60,420
3535,219702608869263116869350,-70,420
3536,149397774031098919471158,-80,420
3537,96669147902475771422514,-90,420
3538,59488706401523551644624,-100,420
3539,34795281102777926433648,-110,420
3540,19330711723765514685360,-120,420
3541,10192557090712725925008,-130,420
3542,5096278545356362962504,-140,420
3543,2414026679379329824344,-150,420
3544,1082149890756251300568,-160,420
3545,458538089303496313800,-170,420
3546,183415235721398525520,-180,420
3547,69156564288396165360,-190,420
3548,24539426037817994160,-200,420
3549,8179808679272664720,-210,420
3550,2556190212272707725,-220,420
3551,747194062048945335,-230,420
3552,203780198740621455,-240,420
3553,51705423561053205,-250,420
3554,12165982014365460,-260,420
3555,2644778698775100,-270,420
3556,528955739755020,-280,420
3557,96851050941060,-290,420
3558,16141841823510,-300,420
3559,2432332329570,-310,420
3560,328693558050,-320,420
3561,39443226966,-330,420
3562,4151918628,-340,420
3563,377447148,-350,420
3564,29034396,-360,420
3565,1837620,-370,420
3566,91881,-380,420
3567,3403,-390,420
3568,83,-400,420
3569,1,-410,420
3570,1,425,425
3571,84,415,425
3572,3486,405,425
3573,95284,395,425
3574,1929501,385,425
3575,30872016,375,425
3576,406481544,365,425
3577,4529365776,355,425
3578,43595145594,345,425
3579,368136785016,335,425
3580,2761025887620,325,425
3581,18574174153080,315,425
3582,112992892764570,305,425
3583,625806790696080,295,425
3584,3173734438530120,285,425
3585,14810760713140560,275,425
3586,63871405575418665,265,425
3587,255485622301674660,255,425
3588,950974260789566790,245,425
3589,3303384274321653060,235,425
3590,10735998891545372445,225,425
3591,32719234717090658880,215,425
3592,93695990326214159520,205,425
3593,252571800009794690880,195,425
3594,641953325024894839320,185,425
3595,1540687980059747614368,175,425
3596,3496176570135581124912,165,425
3597,7510305224735692786848,155,425
3598,15288835636069088887512,145,425
3599,29523268814478240610368,135,425
3600,54125992826543441119008,125,425
3601,94283987504301478078272,115,425
3602,156157854303999323067138,105,425
3603,246066921933574690893672,95,425
3604,369100382900362036340508,85,425
3605,527286261286231480486440,75,425
3606,717695188972926181773210,65,425
3607,931064028937850181759840,55,425
3608,1151579193686288382702960,45,425
3609,1358272895117160656521440,35,425
3610,1528057007006805738586620,25,425
3611,1639866056299986646288080,15,425
3612,1678910486211891090247320,5,425
3613,1639866056299986646288080,-5,425
3614,1528057007006805738586620,-15,425
3615,1358272895117160656521440,-25,425
3616,1151579193686288382702960,-35,425
3617,931064028937850181759840,-45,425
3618,717695188972926181773210,-55,425
3619,527286261286231480486440,-65,425
3620,369100382900362036340508,-75,425
3621,246066921933574690893672,-85,425
3622,156157854303999323067138,-95,425
3623,94283987504301478078272,-105,425
3624,54125992826543441119008,-115,425
3625,29523268814478240610368,-125,425
3626,15288835636069088887512,-135,425
3627,7510305224735692786848,-145,425
3628,3496176570135581124912,-155,425
3629,1540687980059747614368,-165,425
3630,641953325024894839320,-175,425
3631,252571800009794690880,-185,425
3632,93695990326214159520,-195,425
3633,32719234717090658880,-205,425
3634,10735998891545372445,-215,425
3635,3303384274321653060,-225,425
3636,950974260789566790,-235,425
3637,255485622301674660,-245,425
3638,63871405575418665,-255,425
3639,14810760713140560,-265,425
3640,3173734438530120,-275,425
3641,625806790696080,-285,425
3642,112992892764570,-295,425
3643,18574174153080,-305,425
3644,2761025887620,-315,425
3645,368136785016,-325,425
3646,43595145594,-335,425
3647,4529365776,-345,425
3648,406481544,-355,425
3649,30872016,-365,425
3650,1929501,-375,425
3651,95284,-385,425
3652,3486,-395,425
3653,84,-405,425
3654,1,-415,425
3655,1,430,430
3656,85,420,430
3657,3570,410,430
3658,98770,400,430
3659,2024785,390,430
3660,32801517,380,430
3661,437353560,370,430
3662,4935847320,360,430
3663,48124511370,350,430
3664,411731930610,340,430
3665,3129162672636,330,430
3666,21335200040700,320,430
3667,131567066917650,310,430
3668,738799683460650,300,430
3669,3799541229226200,290,430
3670,17984495151670680,280,430
3671,78682166288559225,270,430
3672,319357027877093325,260,430
3673,1206459883091241450,250,430
3674,4254358535111219850,240,430
3675,14039383165867025505,230,430
3676,43455233608636031325,220,430
3677,126415225043304818400,210,430
3678,346267790336008850400,200,430
3679,894525125034689530200,190,430
3680,2182641305084642453688,180,430
3681,5036864550195328739280,170,430
3682,11006481794871273911760,160,430
3683,22799140860804781674360,150,430
3684,44812104450547329497880,140,430
3685,83649261641021681729376,130,430
3686,148409980330844919197280,120,430
3687,250441841808300801145410,110,430
3688,402224776237574013960810,100,430
3689,615167304833936727234180,90,430
3690,896386644186593516826948,80,430
3691,1244981450259157662259650,70,430
3692,1648759217910776363533050,60,430
3693,2082643222624138564462800,50,430
3694,2509852088803449039224400,40,430
3695,2886329902123966395108060,30,430
3696,3167923063306792384874700,20,430
3697,3318776542511877736535400,10,430
3698,3318776542511877736535400,0,430
3699,3167923063306792384874700,-10,430
3700,2886329902123966395108060,-20,430
3701,2509852088803449039224400,-30,430
3702,2082643222624138564462800,-40,430
3703,1648759217910776363533050,-50,430
3704,1244981450259157662259650,-60,430
3705,896386644186593516826948,-70,430
3706,615167304833936727234180,-80,430
3707,402224776237574013960810,-90,430
3708,250441841808300801145410,-100,430
3709,148409980330844919197280,-110,430
3710,83649261641021681729376,-120,430
3711,44812104450547329497880,-130,430
3712,22799140860804781674360,-140,430
3713,11006481794871273911760,-150,430
3714,5036864550195328739280,-160,430
3715,2182641305084642453688,-170,430
3716,894525125034689530200,-180,430
3717,346267790336008850400,-190,430
3718,126415225043304818400,-200,430
3719,43455233608636031325,-210,430
3720,14039383165867025505,-220,430
3721,4254358535111219850,-230,430
3722,1206459883091241450,-240,430
3723,319357027877093325,-250,430
3724,78682166288559225,-260,430
3725,17984495151670680,-270,430
3726,3799541229226200,-280,430
3727,738799683460650,-290,430
3728,131567066917650,-300,430
3729,21335200040700,-310,430
3730,3129162672636,-320,430
3731,411731930610,-330,430
3732,48124511370,-340,430
3733,4935847320,-350,430
3734,437353560,-360,430
3735,32801517,-370,430
3736,2024785,-380,430
3737,98770,-390,430
3738,3570,-400,430
3739,85,-410,430
3740,1,-420,430
3741,1,435,435
3742,86,425,435
3743,3655,415,435
3744,102340,405,435
3745,2123555,395,435
3746,34826302,385,435
3747,470155077,375,435
3748,5373200880,365,435
3749,53060358690,355,435
3750,459856441980,345,435
3751,3540894603246,335,435
3752,24464362713336,325,435
3753,152902266958350,315,435
3754,870366750378300,305,435
3755,4538340912686850,295,435
3756,21784036380896880,285,435
3757,96666661440229905,275,435
3758,398039194165652550,265,435
3759,1525816910968334775,255,435
3760,5460818418202461300,245,435
3761,18293741700978245355,235,435
3762,57494616774503056830,225,435
3763,169870458651940849725,215,435
3764,472683015379313668800,205,435
3765,1240792915370698380600,195,435
3766,3077166430119331983888,185,435
3767,7219505855279971192968,175,435
3768,16043346345066602651040,165,435
3769,33805622655676055586120,155,435
3770,67611245311352111172240,145,435
3771,128461366091569011227256,135,435
3772,232059241971866600926656,125,435
3773,398851822139145720342690,115,435
3774,652666618045874815106220,105,435
3775,1017392081071510741194990,95,435
3776,1511553949020530244061128,85,435
3777,2141368094445751179086598,75,435
3778,2893740668169934025792700,65,435
3779,3731402440534914927995850,55,435
3780,4592495311427587603687200,45,435
3781,5396181990927415434332460,35,435
3782,6054252965430758779982760,25,435
3783,6486699605818670121410100,15,435
3784,6637553085023755473070800,5,435
3785,6486699605818670121410100,-5,435
3786,6054252965430758779982760,-15,435
3787,5396181990927415434332460,-25,435
3788,4592495311427587603687200,-35,435
3789,3731402440534914927995850,-45,435
3790,2893740668169934025792700,-55,435
3791,2141368094445751179086598,-65,435
3792,1511553949020530244061128,-75,435
3793,1017392081071510741194990,-85,435
3794,652666618045874815106220,-95,435
3795,398851822139145720342690,-105,435
3796,232059241971866600926656,-115,435
3797,128461366091569011227256,-125,435
3798,67611245311352111172240,-135,435
3799,33805622655676055586120,-145,435
3800,16043346345066602651040,-155,435
3801,7219505855279971192968,-165,435
3802,3077166430119331983888,-175,435
3803,1240792915370698380600,-185,435
3804,472683015379313668800,-195,435
3805,169870458651940849725,-205,435
3806,57494616774503056830,-215,435
3807,18293741700978245355,-225,435
3808,5460818418202461300,-235,435
3809,1525816910968334775,-245,435
3810,398039194165652550,-255,435
3811,96666661440229905,-265,435
3812,21784036380896880,-275,435
3813,4538340912686850,-285,435
3814,870366750378300,-295,435
3815,152902266958350,-305,435
3816,24464362713336,-315,435
3817,3540894603246,-325,435
3818,459856441980,-335,435
3819,53060358690,-345,435
3820,5373200880,-355,435
3821,470155077,-365,435
3822,34826302,-375,435
3823,2123555,-385,435
3824,102340,-395,435
3825,3655,-405,435
3826,86,-415,435
3827,1,-425,435
3828,1,440,440
3829,87,430,440
3830,3741,420,440
3831,105995,410,440
3832,2225895,400,440
3833,36949857,390,440
3834,504981379,380,440
3835,5843355957,370,440
3836,58433559570,360,440
3837,512916800670,350,440
3838,4000751045226,340,440
3839,28005257316582,330,440
3840,177366629671686,320,440
3841,1023269017336650,310,440
3842,5408707663065150,300,440
3843,26322377293583730,290,440
3844,118450697821126785,280,440
3845,494705855605882455,270,440
3846,1923856105133987325,260,440
3847,6986635329170796075,250,440
3848,23754560119180706655,240,440
3849,75788358475481302185,230,440
3850,227365075426443906555,220,440
3851,642553474031254518525,210,440
3852,1713475930750012049400,200,440
3853,4317959345490030364488,190,440
3854,10296672285399303176856,180,440
3855,23262852200346573844008,170,440
3856,49848969000742658237160,160,440
3857,101416867967028166758360,150,440
3858,196072611402921122399496,140,440
3859,360520608063435612153912,130,440
3860,630911064111012321269346,120,440
3861,1051518440185020535448910,110,440
3862,1670058699117385556301210,100,440
3863,2528946030092040985256118,90,440
3864,3652922043466281423147726,80,440
3865,5035108762615685204879298,70,440
3866,6625143108704848953788550,60,440
3867,8323897751962502531683050,50,440
3868,9988677302355003038019660,40,440
3869,11450434956358174214315220,30,440
3870,12540952571249428901392860,20,440
3871,13124252690842425594480900,10,440
3872,13124252690842425594480900,0,440
3873,12540952571249428901392860,-10,440
3874,11450434956358174214315220,-20,440
3875,9988677302355003038019660,-30,440
3876,8323897751962502531683050,-40,440
3877,6625143108704848953788550,-50,440
3878,5035108762615685204879298,-60,440
3879,3652922043466281423147726,-70,440
3880,2528946030092040985256118,-80,440
3881,1670058699117385556301210,-90,440
3882,1051518440185020535448910,-100,440
3883,630911064111012321269346,-110,440
3884,360520608063435612153912,-120,440
3885,196072611402921122399496,-130,440
3886,101416867967028166758360,-140,440
3887,49848969000742658237160,-150,440
3888,23262852200346573844008,-160,440
3889,10296672285399303176856,-170,440
3890,4317959345490030364488,-180,440
3891,1713475930750012049400,-190,440
3892,642553474031254518525,-200,440
3893,227365075426443906555,-210,440
3894,75788358475481302185,-220,440
3895,23754560119180706655,-230,440
3896,6986635329170796075,-240,440
3897,1923856105133987325,-250,440
3898,494705855605882455,-260,440
3899,118450697821126785,-270,440
3900,26322377293583730,-280,440
3901,5408707663065150,-290,440
3902,1023269017336650,-300,440
3903,177366629671686,-310,440
3904,28005257316582,-320,440
3905,4000751045226,-330,440
3906,512916800670,-340,440
3907,58433559570,-350,440
3908,5843355957,-360,440
3909,504981379,-370,440
3910,36949857,-380,440
3911,2225895,-390,440
3912,105995,-400,440
3913,3741,-410,440
3914,87,-420,440
3915,1,-430,440
3916,1,445,445
3917,88,435,445
3918,3828,425,445
3919,109736,415,445
3920,2331890,405,445
3921,39175752,395,445
3922,541931236,385,445
3923,6348337336,375,445
3924,64276915527,365,445
3925,571350360240,355,445
3926,4513667845896,345,445
3927,32006008361808,335,445
3928,205371886988268,325,445
3929,1200635647008336,315,445
3930,6431976680401800,305,445
3931,31731084956648880,295,445
3932,144773075114710515,285,445
3933,613156553427009240,275,445
3934,2418561960739869780,265,445
3935,8910491434304783400,255,445
3936,30741195448351502730,245,445
3937,99542918594662008840,235,445
3938,303153433901925208740,225,445
3939,869918549457698425080,215,445
3940,2356029404781266567925,205,445
3941,6031435276240042413888,195,445
3942,14614631630889333541344,185,445
3943,33559524485745877020864,175,445
3944,73111821201089232081168,165,445
3945,151265836967770824995520,155,445
3946,297489479369949289157856,145,445
3947,556593219466356734553408,135,445
3948,991431672174447933423258,125,445
3949,1682429504296032856718256,115,445
3950,2721577139302406091750120,105,445
3951,4199004729209426541557328,95,445
3952,6181868073558322408403844,85,445
3953,8688030806081966628027024,75,445
3954,11660251871320534158667848,65,445
3955,14949040860667351485471600,55,445
3956,18312575054317505569702710,45,445
3957,21439112258713177252334880,35,445
3958,23991387527607603115708080,25,445
3959,25665205262091854495873760,15,445
3960,26248505381684851188961800,5,445
3961,25665205262091854495873760,-5,445
3962,23991387527607603115708080,-15,445
3963,21439112258713177252334880,-25,445
3964,18312575054317505569702710,-35,445
3965,14949040860667351485471600,-45,445
3966,11660251871320534158667848,-55,445
3967,8688030806081966628027024,-65,445
3968,6181868073558322408403844,-75,445
3969,4199004729209426541557328,-85,445
3970,2721577139302406091750120,-95,445
3971,1682429504296032856718256,-105,445
3972,991431672174447933423258,-115,445
3973,556593219466356734553408,-125,445
3974,297489479369949289157856,-135,445
3975,151265836967770824995520,-145,445
3976,73111821201089232081168,-155,445
3977,33559524485745877020864,-165,445
3978,14614631630889333541344,-175,445
3979,6031435276240042413888,-185,445
3980,2356029404781266567925,-195,445
3981,869918549457698425080,-205,445
3982,303153433901925208740,-215,445
3983,99542918594662008840,-225,445
3984,30741195448351502730,-235,445
3985,8910491434304783400,-245,445
3986,2418561960739869780,-255,445
3987,613156553427009240,-265,445
3988,144773075114710515,-275,445
3989,31731084956648880,-285,445
3990,6431976680401800,-295,445
3991,1200635647008336,-305,445
3992,205371886988268,-315,445
3993,32006008361808,-325,445
3994,4513667845896,-335,445
3995,571350360240,-345,445
3996,64276915527,-355,445
3997,6348337336,-365,445
3998,541931236,-375,445
3999,39175752,-385,445
4000,2331890,-395,445
4001,109736,-405,445
4002,3828,-415,445
4003,88,-425,445
4004,1,-435,445
4005,1,450,450
4006,89,440,450
4007,3916,430,450
4008,113564,420,450
4009,2441626,410,450
4010,41507642,400,450
4011,581106988,390,450
4012,6890268572,380,450
4013,70625252863,370,450
4014,635627275767,360,450
4015,5085018206136,350,450
4016,36519676207704,340,450
4017,237377895350076,330,450
4018,1406007533996604,320,450
4019,7632612327410136,310,450
4020,38163061637050680,300,450
4021,176504160071359395,290,450
4022,757929628541719755,280,450
4023,3031718514166879020,270,450
4024,11329053395044653180,260,450
4025,39651686882656286130,250,450
4026,130284114043013511570,240,450
4027,402696352496587217580,230,450
4028,1173071983359623633820,220,450
4029,3225947954238964993005,210,450
4030,8387464681021308981813,200,450
4031,20646066907129375955232,190,450
4032,48174156116635210562208,180,450
4033,106671345686835109102032,170,450
4034,224377658168860057076688,160,450
4035,448755316337720114153376,150,450
4036,854082698836306023711264,140,450
4037,1548024891640804667976666,130,450
4038,2673861176470480790141514,120,450
4039,4404006643598438948468376,110,450
4040,6920581868511832633307448,100,450
4041,10380872802767748949961172,90,450
4042,14869898879640289036430868,80,450
4043,20348282677402500786694872,70,450
4044,26609292731987885644139448,60,450
4045,33261615914984857055174310,50,450
4046,39751687313030682822037590,40,450
4047,45430499786320780368042960,30,450
4048,49656592789699457611581840,20,450
4049,51913710643776705684835560,10,450
4050,51913710643776705684835560,0,450
4051,49656592789699457611581840,-10,450
4052,45430499786320780368042960,-20,450
4053,39751687313030682822037590,-30,450
4054,33261615914984857055174310,-40,450
4055,26609292731987885644139448,-50,450
4056,20348282677402500786694872,-60,450
4057,14869898879640289036430868,-70,450
4058,10380872802767748949961172,-80,450
4059,6920581868511832633307448,-90,450
4060,4404006643598438948468376,-100,450
4061,2673861176470480790141514,-110,450
4062,1548024891640804667976666,-120,450
4063,854082698836306023711264,-130,450
4064,448755316337720114153376,-140,450
4065,224377658168860057076688,-150,450
4066,106671345686835109102032,-160,450
4067,48174156116635210562208,-170,450
4068,20646066907129375955232,-180,450
4069,8387464681021308981813,-190,450
4070,3225947954238964993005,-200,450
4071,1173071983359623633820,-210,450
4072,402696352496587217580,-220,450
4073,130284114043013511570,-230,450
4074,39651686882656286130,-240,450
4075,11329053395044653180,-250,450
4076,3031718514166879020,-260,450
4077,757929628541719755,-270,450
4078,176504160071359395,-280,450
4079,38163061637050680,-290,450
4080,7632612327410136,-300,450
4081,1406007533996604,-310,450
4082,237377895350076,-320,450
4083,36519676207704,-330,450
4084,5085018206136,-340,450
4085,635627275767,-350,450
4086,70625252863,-360,450
4087,6890268572,-370,450
4088,581106988,-380,450
4089,41507642,-390,450
4090,2441626,-400,450
4091,113564,-410,450
4092,3916,-420,450
4093,89,-430,450
4094,1,-440,450
4095,1,455,455
4096,90,445,455
4097,4005,435,455
4098,117480,425,455
4099,2555190,415,455
4100,43949268,405,455
4101,622614630,395,455
4102,7471375560,385,455
4103,77515521435,375,455
4104,706252528630,365,455
4105,5720645481903,355,455
4106,41604694413840,345,455
4107,273897571557780,335,455
4108,1643385429346680,325,455
4109,9038619861406740,315,455
4110,45795673964460816,305,455
4111,214667221708410075,295,455
4112,934433788613079150,285,455
4113,3789648142708598775,275,455
4114,14360771909211532200,265,455
4115,50980740277700939310,255,455
4116,169935800925669797700,245,455
4117,532980466539600729150,235,455
4118,1575768335856210851400,225,455
4119,4399019937598588626825,215,455
4120,11613412635260273974818,205,455
4121,29033531588150684937045,195,455
4122,68820223023764586517440,185,455
4123,154845501803470319664240,175,455
4124,331049003855695166178720,165,455
4125,673132974506580171230064,155,455
4126,1302838015174026137864640,145,455
4127,2402107590477110691687930,135,455
4128,4221886068111285458118180,125,455
4129,7077867820068919738609890,115,455
4130,11324588512110271581775824,105,455
4131,17301454671279581583268620,95,455
4132,25250771682408037986392040,85,455
4133,35218181557042789823125740,75,455
4134,46957575409390386430834320,65,455
4135,59870908646972742699313758,55,455
4136,73013303228015539877211900,45,455
4137,85182187099351463190080550,35,455
4138,95087092576020237979624800,25,455
4139,101570303433476163296417400,15,455
4140,103827421287553411369671120,5,455
4141,101570303433476163296417400,-5,455
4142,95087092576020237979624800,-15,455
4143,85182187099351463190080550,-25,455
4144,73013303228015539877211900,-35,455
4145,59870908646972742699313758,-45,455
4146,46957575409390386430834320,-55,455
4147,35218181557042789823125740,-65,455
4148,25250771682408037986392040,-75,455
4149,17301454671279581583268620,-85,455
4150,11324588512110271581775824,-95,455
4151,7077867820068919738609890,-105,455
4152,4221886068111285458118180,-115,455
4153,2402107590477110691687930,-125,455
4154,1302838015174026137864640,-135,455
4155,673132974506580171230064,-145,455
4156,331049003855695166178720,-155,455
4157,154845501803470319664240,-165,455
4158,68820223023764586517440,-175,455
4159,29033531588150684937045,-185,455
4160,11613412635260273974818,-195,455
4161,4399019937598588626825,-205,455
4162,1575768335856210851400,-215,455
4163,532980466539600729150,-225,455
4164,169935800925669797700,-235,455
4165,50980740277700939310,-245,455
4166,14360771909211532200,-255,455
4167,3789648142708598775,-265,455
4168,934433788613079150,-275,455
4169,214667221708410075,-285,455
4170,45795673964460816,-295,455
4171,9038619861406740,-305,455
4172,1643385429346680,-315,455
4173,273897571557780,-325,455
4174,41604694413840,-335,455
4175,5720645481903,-345,455
4176,706252528630,-355,455
4177,77515521435,-365,455
4178,7471375560,-375,455
4179,622614630,-385,455
4180,43949268,-395,455
4181,2555190,-405,455
4182,117480,-415,455
4183,4005,-425,455
4184,90,-435,455
4185,1,-445,455
4186,1,460,460
4187,91,450,460
4188,4095,440,460
4189,121485,430,460
4190,2672670,420,460
4191,46504458,410,460
4192,666563898,400,460
4193,8093990190,390,460
4194,84986896995,380,460
4195,783768050065,370,460
4196,6426898010533,360,460
4197,47325339895743,350,460
4198,315502265971620,340,460
4199,1917283000904460,330,460
4200,10682005290753420,320,460
4201,54834293825867556,310,460
4202,260462895672870891,300,460
4203,1149101010321489225,290,460
4204,4724081931321677925,280,460
4205,18150420051920130975,270,460
4206,65341512186912471510,260,460
4207,220916541203370737010,250,460
4208,702916267465270526850,240,460
4209,2108748802395811580550,230,460
4210,5974788273454799478225,220,460
4211,16012432572858862601643,210,460
4212,40646944223410958911863,200,460
4213,97853754611915271454485,190,460
4214,223665724827234906181680,180,460
4215,485894505659165485842960,170,460
4216,1004181978362275337408784,160,460
4217,1975970989680606309094704,150,460
4218,3704945605651136829552570,140,460
4219,6623993658588396149806110,130,460
4220,11299753888180205196728070,120,460
4221,18402456332179191320385714,110,460
4222,28626043183389853165044444,100,460
4223,42552226353687619569660660,90,460
4224,60468953239450827809517780,80,460
4225,82175756966433176253960060,70,460
4226,106828484056363129130148078,60,460
4227,132884211874988282576525658,50,460
4228,158195490327367003067292450,40,460
4229,180269279675371701169705350,30,460
4230,196657396009496401276042200,20,460
4231,205397724721029574666088520,10,460
4232,205397724721029574666088520,0,460
4233,196657396009496401276042200,-10,460
4234,180269279675371701169705350,-20,460
4235,158195490327367003067292450,-30,460
4236,132884211874988282576525658,-40,460
4237,106828484056363129130148078,-50,460
4238,82175756966433176253960060,-60,460
4239,60468953239450827809517780,-70,460
4240,42552226353687619569660660,-80,460
4241,28626043183389853165044444,-90,460
4242,18402456332179191320385714,-100,460
4243,11299753888180205196728070,-110,460
4244,6623993658588396149806110,-120,460
4245,3704945605651136829552570,-130,460
4246,1975970989680606309094704,-140,460
4247,1004181978362275337408784,-150,460
4248,485894505659165485842960,-160,460
4249,223665724827234906181680,-170,460
4250,97853754611915271454485,-180,460
4251,40646944223410958911863,-190,460
4252,16012432572858862601643,-200,460
4253,5974788273454799478225,-210,460
4254,2108748802395811580550,-220,460
4255,702916267465270526850,-230,460
4256,220916541203370737010,-240,460
4257,65341512186912471510,-250,460
4258,18150420051920130975,-260,460
4259,4724081931321677925,-270,460
4260,1149101010321489225,-280,460
4261,260462895672870891,-290,460
4262,54834293825867556,-300,460
4263,10682005290753420,-310,460
4264,1917283000904460,-320,460
4265,315502265971620,-330,460
4266,47325339895743,-340,460
4267,6426898010533,-350,460
4268,783768050065,-360,460
4269,84986896995,-370,460
4270,8093990190,-380,460
4271,666563898,-390,460
4272,46504458,-400,460
4273,2672670,-410,460
4274,121485,-420,460
4275,4095,-430,460
4276,91,-440,460
4277,1,-450,460
4278,1,465,465
4279,92,455,465
4280,4186,445,465
4281,125580,435,465
4282,2794155,425,465
4283,49177128,415,465
4284,713068356,405,465
4285,8760554088,395,465
4286,93080887185,385,465
4287,868754947060,375,465
4288,7210666060598,365,465
4289,53752237906276,355,465
4290,362827605867363,345,465
4291,2232785266876080,335,465
4292,12599288291657880,325,465
4293,65516299116620976,315,465
4294,315297189498738447,305,465
4295,1409563905994360116,295,465
4296,5873182941643167150,285,465
4297,22874501983241808900,275,465
4298,83491932238832602485,265,465
4299,286258053390283208520,255,465
4300,923832808668641263860,245,465
4301,2811665069861082107400,235,465
4302,8083537075850611058775,225,465
4303,21987220846313662079868,215,465
4304,56659376796269821513506,205,465
4305,138500698835326230366348,195,465
4306,321519479439150177636165,185,465
4307,709560230486400392024640,175,465
4308,1490076484021440823251744,165,465
4309,2980152968042881646503488,155,465
4310,5680916595331743138647274,145,465
4311,10328939264239532979358680,135,465
4312,17923747546768601346534180,125,465
4313,29702210220359396517113784,115,465
4314,47028499515569044485430158,105,465
4315,71178269537077472734705104,95,465
4316,103021179593138447379178440,85,465
4317,142644710205884004063477840,75,465
4318,189004241022796305384108138,65,465
4319,239712695931351411706673736,55,465
4320,291079702202355285643818108,45,465
4321,338464770002738704236997800,35,465
4322,376926675684868102445747550,25,465
4323,402055120730525975942130720,15,465
4324,410795449442059149332177040,5,465
4325,402055120730525975942130720,-5,465
4326,376926675684868102445747550,-15,465
4327,338464770002738704236997800,-25,465
4328,291079702202355285643818108,-35,465
4329,239712695931351411706673736,-45,465
4330,189004241022796305384108138,-55,465
4331,142644710205884004063477840,-65,465
4332,103021179593138447379178440,-75,465
4333,71178269537077472734705104,-85,465
4334,47028499515569044485430158,-95,465
4335,29702210220359396517113784,-105,465
4336,17923747546768601346534180,-115,465
4337,10328939264239532979358680,-125,465
4338,5680916595331743138647274,-135,465
4339,2980152968042881646503488,-145,465
4340,1490076484021440823251744,-155,465
4341,709560230486400392024640,-165,465
4342,321519479439150177636165,-175,465
4343,138500698835326230366348,-185,465
4344,56659376796269821513506,-195,465
4345,21987220846313662079868,-205,465
4346,8083537075850611058775,-215,465
